platform,country,city,zone,zone_tier,lat,lng,scraped_at,store_name,store_address,delivery_fee,service_fee_pct,eta_minutes,eta_max_minutes,rating,product_label,product_name,price,real_price,discount_pct,currency,is_product_available,corridor
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,208.0,208.0,0.0,MXN,True,Mc para Todos
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mctrio_big_mac,McTrío mediano Big Mac Tocino,169.0,169.0,0.0,MXN,True,Big Mac + Coca
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,big_mac,Big Mac Tocino,145.0,145.0,0.0,MXN,True,Big Mac + Coca
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mctrio_big_mac,McTrío mediano Mario Galaxy Big Mac,149.0,149.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mcnuggets_10,McTrío mediano Mario Galaxy 10 McNuggets,159.0,159.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mctrio_big_mac,McTrío mediano Big Mac Tocino,169.0,169.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mctrio_big_mac,McTrío mediano Big Mac,149.0,149.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,mcnuggets_10,McTrio mediano McNuggets 10 pzas,159.0,159.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,big_mac,Big Mac Tocino,145.0,145.0,0.0,MXN,True,A La Carta Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,big_mac,Big Mac,125.0,125.0,0.0,MXN,True,A La Carta Comida
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,coca_cola,Coca-Cola mediana,55.0,55.0,0.0,MXN,True,Bebidas
ubereats,MX,CDMX,Centro Histórico,mid,19.4326,-99.1332,2026-04-07T22:39:01,McDonald's Palma,"Calle de Tacuba 80, Centro Histórico, Centro",,,,,4.6,coca_cola,Coca-Cola Zero mediana,55.0,55.0,0.0,MXN,True,Bebidas
ubereats,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:39:01,McDonald's Ermita San Miguel,"Ermita Iztapalapa 2120A, 2da Amp San Miguel",,,,,4.6,mcnuggets_10,McTrío McNuggets 10 Med,145.0,145.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:39:01,McDonald's Ermita San Miguel,"Ermita Iztapalapa 2120A, 2da Amp San Miguel",,,,,4.6,mctrio_big_mac,McTrío Big Mac Med,139.0,139.0,0.0,MXN,True,McTrios Comida
ubereats,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:39:01,McDonald's Ermita San Miguel,"Ermita Iztapalapa 2120A, 2da Amp San Miguel",,,,,4.6,mctrio_big_mac,McTrío Big Mac mediano+McFlurry Oreo,190.0,190.0,0.0,MXN,True,Paquetes Comidas
ubereats,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:39:01,McDonald's Ermita San Miguel,"Ermita Iztapalapa 2120A, 2da Amp San Miguel",,,,,4.6,big_mac,Big Mac,115.0,115.0,0.0,MXN,True,A La Carta Comida
ubereats,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:39:01,McDonald's Ermita San Miguel,"Ermita Iztapalapa 2120A, 2da Amp San Miguel",,,,,4.6,coca_cola,Coca-Cola mediana,49.0,49.0,0.0,MXN,True,Bebidas
ubereats,MX,CDMX,Iztapalapa,low,19.3578,-99.0892,2026-04-07T22:39:01,McDonald's Ermita San Miguel,"Ermita Iztapalapa 2120A, 2da Amp San Miguel",,,,,4.6,coca_cola,Coca-Cola Zero mediana,49.0,49.0,0.0,MXN,True,Bebidas
